ordering,seed,normalized_utility,selected_ues,resolved,rounds,switches,measured_switches,completion_switches,completion_domains,cumulative_masked_assignments,gap_decisions,non_yielding_retention_decisions,priority_completion_decisions,repaired_state_priority_decisions,unresolved_conflicts
random_03,79,99.89579095127158,55,True,9,9,9,0,0,0,5,4,0,0,0
random_04,79,99.89579095127158,55,True,9,9,9,0,0,0,4,5,0,0,0
random_05,79,99.89579095127158,55,True,9,9,9,0,0,0,4,5,0,0,0
random_06,79,99.89579095127158,55,True,9,9,9,0,0,0,5,4,0,0,0
random_07,79,99.89579095127158,55,True,9,9,9,0,0,0,4,5,0,0,0
random_08,79,99.89579095127158,55,True,9,9,9,0,0,0,4,5,0,0,0
random_09,79,99.89579095127158,55,True,9,9,9,0,0,0,4,5,0,0,0
random_10,79,99.89579095127158,55,True,9,9,9,0,0,0,3,6,0,0,0
random_11,79,98.86789466924184,55,True,10,10,9,1,1,1,5,4,1,0,0
random_12,79,98.86789466924184,55,True,10,10,9,1,1,1,5,4,1,0,0
random_13,79,99.89579095127158,55,True,9,9,9,0,0,0,4,5,0,0,0
random_14,79,99.89579095127158,55,True,9,9,9,0,0,0,3,6,0,0,0
random_15,79,99.89579095127158,55,True,9,9,9,0,0,0,5,4,0,0,0
random_16,79,99.89579095127158,55,True,9,9,9,0,0,0,4,5,0,0,0
random_17,79,98.86789466924184,55,True,10,10,9,1,1,1,3,6,1,0,0
random_18,79,99.89579095127158,55,True,9,9,9,0,0,0,3,6,0,0,0
random_19,79,99.89579095127158,55,True,9,9,9,0,0,0,4,5,0,0,0
ascending,80,97.13816951093213,50,True,7,7,5,2,2,2,2,3,2,0,0
descending,80,97.16084537999579,50,True,7,7,6,1,1,2,1,5,1,0,0
random_00,80,97.13816951093213,50,True,7,7,5,2,2,2,2,3,2,0,0
random_01,80,97.13816951093213,50,True,7,7,5,2,2,2,2,3,2,0,0
random_02,80,97.13816951093213,50,True,7,7,5,2,2,2,2,3,2,0,0
random_03,80,96.48814116707585,49,True,7,7,5,2,2,3,3,2,2,0,0
random_04,80,96.48814116707585,49,True,7,7,5,2,2,3,3,2,2,0,0
random_05,80,96.4748782030783,49,True,7,7,5,2,2,3,2,3,2,0,0
random_06,80,97.12490654693455,50,True,7,7,5,2,2,2,1,4,2,0,0
random_07,80,96.48814116707585,49,True,7,7,5,2,2,3,3,2,2,0,0
random_08,80,97.16084537999579,50,True,7,7,6,1,1,2,1,5,1,0,0
random_09,80,97.13816951093213,50,True,7,7,5,2,2,2,2,3,2,0,0
random_10,80,96.4748782030783,49,True,7,7,5,2,2,3,2,3,2,0,0
random_11,80,96.48814116707585,49,True,7,7,5,2,2,3,3,2,2,0,0
random_12,80,96.48814116707585,49,True,7,7,5,2,2,3,3,2,2,0,0
random_13,80,97.12490654693455,50,True,7,7,5,2,2,2,1,4,2,0,0
random_14,80,97.13816951093213,50,True,7,7,5,2,2,2,2,3,2,0,0
random_15,80,96.48814116707585,49,True,7,7,5,2,2,3,3,2,2,0,0
random_16,80,97.17410834399337,50,True,7,7,6,1,1,2,2,4,1,0,0
random_17,80,96.48814116707585,49,True,7,7,5,2,2,3,3,2,2,0,0
random_18,80,97.13816951093213,50,True,7,7,5,2,2,2,2,3,2,0,0
random_19,80,97.17410834399337,50,True,7,7,6,1,1,2,2,4,1,0,0
ascending,81,98.74966761386116,48,True,10,10,10,0,0,0,4,6,0,0,0
descending,81,97.697811590059,47,True,9,9,8,1,1,2,4,4,1,0,0
random_00,81,96.520618606868,46,True,9,9,8,1,1,2,4,4,1,0,0
random_01,81,97.17372122696787,47,True,10,10,9,1,1,2,5,4,1,0,0
random_02,81,97.697811590059,47,True,9,9,8,1,1,2,4,4,1,0,0
random_03,81,99.92686059705218,49,True,10,10,10,0,0,0,5,5,0,0,0
random_04,81,99.92686059705218,49,True,10,10,10,0,0,0,5,5,0,0,0
random_05,81,99.92686059705218,49,True,10,10,10,0,0,0,4,6,0,0,0
random_06,81,97.697811590059,47,True,9,9,8,1,1,2,5,3,1,0,0
random_07,81,97.697811590059,47,True,9,9,8,1,1,2,4,4,1,0,0
random_08,81,97.17372122696787,47,True,10,10,9,1,1,2,4,5,1,0,0
random_09,81,97.17372122696787,47,True,10,10,9,1,1,2,4,5,1,0,0
random_10,81,98.74966761386116,48,True,10,10,10,0,0,0,4,6,0,0,0
random_11,81,99.92686059705218,49,True,10,10,10,0,0,0,5,5,0,0,0
random_12,81,97.17372122696787,47,True,10,10,9,1,1,2,5,4,1,0,0
random_13,81,97.17372122696787,47,True,10,10,9,1,1,2,5,4,1,0,0
random_14,81,99.92686059705218,49,True,10,10,10,0,0,0,5,5,0,0,0
random_15,81,99.92686059705218,49,True,10,10,10,0,0,0,5,5,0,0,0
random_16,81,98.74966761386116,48,True,10,10,10,0,0,0,4,6,0,0,0
random_17,81,97.17372122696787,47,True,10,10,9,1,1,2,5,4,1,0,0
random_18,81,96.520618606868,46,True,9,9,8,1,1,2,3,5,1,0,0
random_19,81,99.92686059705218,49,True,10,10,10,0,0,0,4,6,0,0,0
ascending,82,95.75554867510326,49,True,10,10,8,2,2,2,4,4,2,0,0
descending,82,90.90863671729078,46,True,9,9,7,2,2,5,4,3,2,0,0
random_00,82,91.33092678971128,47,True,9,9,7,2,2,4,2,5,2,0,0
random_01,82,95.75554867510326,49,True,10,10,8,2,2,2,2,6,2,0,0
random_02,82,90.90675336840106,46,True,10,10,8,2,2,5,5,3,2,0,0
random_03,82,95.33325860268276,48,True,10,10,8,2,2,3,4,4,2,0,0
random_04,82,90.90863671729078,46,True,9,9,7,2,2,5,4,3,2,0,0
random_05,82,95.75554867510326,49,True,10,10,8,2,2,2,4,4,2,0,0
random_06,82,95.75554867510326,49,True,10,10,8,2,2,2,4,4,2,0,0
random_07,82,95.33514195157248,48,True,9,9,7,2,2,3,4,3,2,0,0
random_08,82,90.90863671729078,46,True,9,9,6,3,2,7,4,2,3,0,0
random_09,82,90.90863671729078,46,True,9,9,7,2,2,5,4,3,2,0,0
random_10,82,91.32904344082156,47,True,10,10,8,2,2,4,4,4,2,0,0
random_11,82,91.32904344082156,47,True,10,10,8,2,2,4,4,4,2,0,0
random_12,82,95.75743202399299,49,True,9,9,7,2,2,2,3,4,2,0,0
random_13,82,91.33092678971128,47,True,9,9,7,2,2,4,2,5,2,0,0
random_14,82,91.32904344082156,47,True,10,10,8,2,2,4,3,5,2,0,0
random_15,82,95.33514195157248,48,True,9,9,7,2,2,3,4,3,2,0,0
random_16,82,95.75743202399299,49,True,9,9,7,2,2,2,1,6,2,0,0
random_17,82,95.33514195157248,48,True,9,9,7,2,2,3,3,4,2,0,0
random_18,82,90.90863671729078,46,True,9,9,7,2,2,5,4,3,2,0,0
random_19,82,95.75554867510326,49,True,10,10,8,2,2,2,2,6,2,0,0
ascending,83,98.11832082984743,51,True,9,9,8,1,1,1,4,4,1,0,0
descending,83,95.92225811350632,50,True,10,10,9,1,1,2,3,6,1,0,0
random_00,83,98.0132824471262,51,True,10,10,9,1,1,1,4,5,1,0,0
random_01,83,96.02729649622758,50,True,9,9,8,1,1,2,2,6,1,0,0
random_02,83,98.11832082984743,51,True,9,9,8,1,1,1,3,5,1,0,0
random_03,83,98.0132824471262,51,True,10,10,9,1,1,1,4,5,1,0,0
random_04,83,98.11832082984743,51,True,9,9,8,1,1,1,4,4,1,0,0
random_05,83,98.0132824471262,51,True,10,10,9,1,1,1,5,4,1,0,0
random_06,83,95.92225811350632,50,True,10,10,9,1,1,2,4,5,1,0,0
random_07,83,98.0132824471262,51,True,10,10,9,1,1,1,5,4,1,0,0
random_08,83,98.11832082984743,51,True,9,9,8,1,1,1,4,4,1,0,0
random_09,83,98.11832082984743,51,True,9,9,8,1,1,1,4,4,1,0,0
random_10,83,98.0132824471262,51,True,10,10,9,1,1,1,4,5,1,0,0
random_11,83,98.0132824471262,51,True,10,10,9,1,1,1,5,4,1,0,0
random_12,83,96.02729649622758,50,True,9,9,8,1,1,2,2,6,1,0,0
random_13,83,96.02729649622758,50,True,9,9,8,1,1,2,3,5,1,0,0
random_14,83,98.11832082984743,51,True,9,9,8,1,1,1,4,4,1,0,0
random_15,83,98.11832082984743,51,True,9,9,8,1,1,1,4,4,1,0,0
random_16,83,98.11832082984743,51,True,9,9,8,1,1,1,4,4,1,0,0
random_17,83,96.02729649622758,50,True,9,9,8,1,1,2,4,4,1,0,0
random_18,83,95.92225811350632,50,True,10,10,9,1,1,2,4,5,1,0,0
random_19,83,96.02729649622758,50,True,9,9,8,1,1,2,4,4,1,0,0
ascending,84,93.03102971809246,52,True,9,9,7,2,2,5,3,4,2,0,0
descending,84,92.51305782061118,49,True,11,11,7,4,3,7,3,4,4,0,0
random_00,84,91.98719125989172,51,True,10,10,7,3,3,6,4,3,3,0,0
random_01,84,96.18765720848026,52,True,9,9,8,1,1,3,4,4,1,0,0
random_02,84,95.14381875027954,51,True,10,10,7,3,2,5,3,4,3,0,0
random_03,84,93.30163479532092,50,True,10,10,7,3,2,7,5,2,3,0,0
random_04,84,93.30163479532092,50,True,10,10,8,2,2,5,4,4,2,0,0
random_05,84,96.18765720848026,52,True,9,9,8,1,1,3,3,5,1,0,0
random_06,84,96.18765720848026,52,True,9,9,6,3,1,6,3,3,3,0,0
random_07,84,93.30163479532092,50,True,10,10,8,2,2,5,4,4,2,0,0
random_08,84,92.25779633712021,49,True,11,11,8,3,3,6,3,5,3,0,0
random_09,84,95.14381875027954,51,True,11,11,8,3,2,5,2,6,3,0,0
random_10,84,93.30163479532092,50,True,10,10,6,4,2,8,3,3,4,0,0
random_11,84,93.30163479532092,50,True,10,10,7,3,2,7,4,3,3,0,0
random_12,84,95.14381875027954,51,True,10,10,8,2,2,4,3,5,2,0,0
random_13,84,95.14381875027954,51,True,10,10,8,2,2,4,3,5,2,0,0
random_14,84,93.03102971809246,52,True,10,10,6,4,2,8,3,3,4,0,0
random_15,84,96.18765720848026,52,True,10,10,9,1,1,3,3,6,1,0,0
random_16,84,96.18765720848026,52,True,9,9,6,3,1,6,3,3,3,0,0
random_17,84,95.14381875027954,51,True,11,11,8,3,2,5,2,6,3,0,0
random_18,84,96.18765720848026,52,True,10,10,9,1,1,3,3,6,1,0,0
random_19,84,93.30163479532092,50,True,10,10,7,3,2,7,4,3,3,0,0
ascending,85,95.44442500137501,50,True,14,14,12,2,1,5,6,6,2,0,0
descending,85,96.34594875377755,51,True,13,13,11,2,1,3,3,8,2,0,0
random_00,85,96.4216870145875,50,True,13,13,12,1,1,2,4,8,1,0,0
random_01,85,95.45550051294632,49,True,12,12,10,2,1,5,4,6,2,0,0
random_02,85,95.37976225213636,50,True,13,13,10,3,1,6,5,5,3,0,0
random_03,85,91.64535141533739,48,True,12,12,9,3,2,6,4,5,3,0,0
random_04,85,95.99141302139003,51,True,13,13,12,1,1,2,5,7,1,0,0
random_05,85,92.38184846791992,49,True,14,14,11,3,2,5,6,5,3,0,0
random_06,85,96.41061150301617,51,True,14,14,13,1,1,2,6,7,1,0,0
random_07,85,91.41566196627876,48,True,13,13,9,4,2,8,6,3,4,0,0
random_08,85,96.34594875377755,51,True,13,13,11,2,1,3,5,6,2,0,0
random_09,85,95.99141302139003,51,True,13,13,11,2,1,3,6,5,2,0,0
random_10,85,91.64535141533739,48,True,13,13,11,2,2,5,7,4,2,0,0
random_11,85,96.41061150301617,51,True,14,14,12,2,1,3,4,8,2,0,0
random_12,85,96.41061150301617,51,True,15,15,13,2,1,3,5,8,2,0,0
random_13,85,96.34594875377755,51,True,14,14,12,2,1,3,4,8,2,0,0
random_14,85,91.41566196627876,48,True,13,13,10,3,2,7,7,3,3,0,0
random_15,85,95.99141302139003,51,True,13,13,12,1,1,2,5,7,1,0,0
random_16,85,91.41566196627876,48,True,13,13,9,4,2,8,6,3,4,0,0
random_17,85,95.45550051294632,49,True,12,12,9,3,1,6,4,5,3,0,0
random_18,85,95.02522651974887,50,True,13,13,10,3,1,6,5,5,3,0,0
random_19,85,95.37976225213636,50,True,13,13,11,2,1,5,5,6,2,0,0
ascending,86,95.93053327997926,50,True,13,13,12,1,1,1,3,9,1,0,0
descending,86,92.93904046222272,48,True,11,11,9,2,2,3,6,3,2,0,0
random_00,86,95.69568965029178,49,True,12,12,11,1,1,2,5,6,1,0,0
random_01,86,95.80978566100262,50,True,13,13,12,1,1,2,4,8,1,0,0
random_02,86,95.80978566100262,50,True,13,13,12,1,1,2,4,8,1,0,0
random_03,86,95.93053327997926,50,True,13,13,12,1,1,1,3,9,1,0,0
random_04,86,92.93904046222272,48,True,11,11,9,2,2,3,6,3,2,0,0
random_05,86,95.80978566100262,50,True,13,13,12,1,1,2,5,7,1,0,0
random_06,86,96.57265806870994,50,True,12,12,11,1,1,1,5,6,1,0,0
random_07,86,96.57265806870994,50,True,12,12,11,1,1,1,6,5,1,0,0
random_08,86,91.07695542631816,48,True,12,12,10,2,2,3,6,4,2,0,0
random_09,86,95.80978566100262,50,True,13,13,12,1,1,2,4,8,1,0,0
random_10,86,91.07695542631816,48,True,12,12,10,2,2,3,6,4,2,0,0
random_11,86,96.57265806870994,50,True,12,12,11,1,1,1,6,5,1,0,0
random_12,86,92.93904046222272,48,True,11,11,9,2,2,3,6,3,2,0,0
random_13,86,96.57265806870994,50,True,12,12,11,1,1,1,6,5,1,0,0
random_14,86,95.80978566100262,50,True,13,13,12,1,1,2,6,6,1,0,0
random_15,86,91.07695542631816,48,True,12,12,10,2,2,3,6,4,2,0,0
random_16,86,96.57265806870994,50,True,12,12,11,1,1,1,6,5,1,0,0
random_17,86,95.80978566100262,50,True,13,13,12,1,1,2,4,8,1,0,0
random_18,86,91.07695542631816,48,True,12,12,10,2,2,3,6,4,2,0,0
random_19,86,95.81643726926839,49,True,12,12,11,1,1,1,4,7,1,0,0
ascending,87,92.14017859220762,50,True,11,11,8,3,3,5,1,7,3,0,0
descending,87,90.85301706361318,49,True,12,12,9,3,3,6,4,5,3,0,0
random_00,87,90.89505544454376,49,True,11,11,8,3,3,6,2,6,3,0,0
random_01,87,90.85301706361318,49,True,12,12,9,3,3,6,3,6,3,0,0
random_02,87,92.09814021127706,50,True,12,12,9,3,3,5,3,6,3,0,0
random_03,87,91.36271571401436,49,True,12,12,8,4,3,8,2,6,4,0,0
random_04,87,94.9840110129489,52,True,11,11,9,2,2,3,4,5,2,0,0
random_05,87,91.36271571401436,49,True,12,12,8,4,3,8,3,5,4,0,0
random_06,87,92.14017859220762,50,True,11,11,8,3,3,5,2,6,3,0,0
random_07,87,90.1175925663505,48,True,12,12,8,4,3,9,4,4,4,0,0
random_08,87,92.14017859220762,50,True,11,11,8,3,3,5,3,5,3,0,0
random_09,87,92.09814021127706,50,True,12,12,9,3,3,5,1,8,3,0,0
random_10,87,90.89505544454376,49,True,11,11,8,3,3,6,3,5,3,0,0
random_11,87,93.73888786528502,51,True,11,11,9,2,2,4,3,6,2,0,0
random_12,87,92.14017859220762,50,True,11,11,8,3,3,5,1,7,3,0,0
random_13,87,92.14017859220762,50,True,11,11,8,3,3,5,2,6,3,0,0
random_14,87,91.36271571401436,49,True,12,12,9,3,3,6,3,6,3,0,0
random_15,87,90.89505544454376,49,True,11,11,8,3,3,6,3,5,3,0,0
random_16,87,90.89505544454376,49,True,11,11,8,3,3,6,2,6,3,0,0
random_17,87,90.1175925663505,48,True,12,12,8,4,3,9,4,4,4,0,0
random_18,87,90.1175925663505,48,True,12,12,9,3,3,7,4,5,3,0,0
random_19,87,92.14017859220762,50,True,11,11,8,3,3,5,3,5,3,0,0
ascending,88,97.27540347551917,47,True,10,10,9,1,1,1,4,5,1,0,0
descending,88,97.1544114618014,47,True,11,11,10,1,1,1,3,7,1,0,0
random_00,88,97.1544114618014,47,True,11,11,10,1,1,1,4,6,1,0,0
random_01,88,97.27540347551917,47,True,10,10,9,1,1,1,4,5,1,0,0
random_02,88,97.1544114618014,47,True,11,11,10,1,1,1,5,5,1,0,0
random_03,88,97.1544114618014,47,True,11,11,10,1,1,1,5,5,1,0,0
random_04,88,97.1544114618014,47,True,11,11,10,1,1,1,5,5,1,0,0
random_05,88,97.1544114618014,47,True,11,11,10,1,1,1,4,6,1,0,0
random_06,88,97.1544114618014,47,True,11,11,10,1,1,1,4,6,1,0,0
random_07,88,97.27540347551917,47,True,10,10,9,1,1,1,3,6,1,0,0
random_08,88,97.1544114618014,47,True,11,11,10,1,1,1,4,6,1,0,0
random_09,88,97.1544114618014,47,True,11,11,10,1,1,1,5,5,1,0,0
random_10,88,97.1544114618014,47,True,11,11,10,1,1,1,3,7,1,0,0
random_11,88,97.27540347551917,47,True,10,10,9,1,1,1,3,6,1,0,0
random_12,88,97.1544114618014,47,True,11,11,10,1,1,1,5,5,1,0,0
random_13,88,97.1544114618014,47,True,11,11,10,1,1,1,5,5,1,0,0
random_14,88,97.1544114618014,47,True,11,11,10,1,1,1,3,7,1,0,0
random_15,88,97.1544114618014,47,True,11,11,10,1,1,1,5,5,1,0,0
random_16,88,97.1544114618014,47,True,11,11,10,1,1,1,5,5,1,0,0
random_17,88,97.27540347551917,47,True,10,10,9,1,1,1,3,6,1,0,0
random_18,88,97.27540347551917,47,True,10,10,9,1,1,1,5,4,1,0,0
random_19,88,97.27540347551917,47,True,10,10,9,1,1,1,3,6,1,0,0
ascending,89,92.70573309405644,53,True,11,11,9,2,2,4,6,3,2,0,0
descending,89,94.20280682841131,54,True,10,10,8,2,1,5,4,4,2,0,0
random_00,89,92.70573309405644,53,True,11,11,9,2,2,4,6,3,2,0,0
random_01,89,94.20280682841131,54,True,10,10,8,2,1,5,5,3,2,0,0
random_02,89,94.20280682841131,54,True,10,10,8,2,1,5,5,3,2,0,0
random_03,89,92.8494544920123,53,True,10,10,8,2,2,4,5,3,2,0,0
random_04,89,94.05908543045547,54,True,11,11,9,2,1,5,6,3,2,0,0
random_05,89,92.70573309405644,53,True,11,11,8,3,2,5,5,3,3,0,0
random_06,89,92.8494544920123,53,True,10,10,8,2,2,4,5,3,2,0,0
random_07,89,92.8494544920123,53,True,10,10,8,2,2,4,5,3,2,0,0
random_08,89,94.05908543045547,54,True,11,11,9,2,1,5,5,4,2,0,0
random_09,89,94.20280682841131,54,True,10,10,8,2,1,5,5,3,2,0,0
random_10,89,94.05908543045547,54,True,11,11,9,2,1,5,5,4,2,0,0
random_11,89,92.8494544920123,53,True,10,10,8,2,2,4,4,4,2,0,0
random_12,89,92.8494544920123,53,True,10,10,8,2,2,4,4,4,2,0,0
random_13,89,94.20280682841131,54,True,10,10,8,2,1,5,5,3,2,0,0
random_14,89,92.70573309405644,53,True,11,11,9,2,2,4,6,3,2,0,0
random_15,89,92.70573309405644,53,True,11,11,8,3,2,5,5,3,3,0,0
random_16,89,92.8494544920123,53,True,10,10,8,2,2,4,5,3,2,0,0
random_17,89,92.70573309405644,53,True,11,11,9,2,2,4,5,4,2,0,0
random_18,89,94.20280682841131,54,True,10,10,8,2,1,5,5,3,2,0,0
random_19,89,92.8494544920123,53,True,10,10,8,2,2,4,5,3,2,0,0
ascending,90,95.40294444999056,52,True,11,11,10,1,1,2,6,4,1,0,0
descending,90,100.00000000000001,56,True,10,10,10,0,0,0,4,6,0,0,0
random_00,90,100.00000000000001,56,True,10,10,10,0,0,0,4,6,0,0,0
random_01,90,100.00000000000001,56,True,10,10,10,0,0,0,4,6,0,0,0
random_02,90,100.00000000000001,56,True,10,10,10,0,0,0,4,6,0,0,0
random_03,90,100.00000000000001,56,True,10,10,10,0,0,0,4,6,0,0,0
random_04,90,100.00000000000001,56,True,13,13,13,0,0,0,6,7,0,0,0
random_05,90,100.00000000000001,56,True,10,10,10,0,0,0,4,6,0,0,0
random_06,90,100.00000000000001,56,True,10,10,10,0,0,0,4,6,0,0,0
random_07,90,95.40294444999056,52,True,11,11,10,1,1,2,6,4,1,0,0
random_08,90,100.00000000000001,56,True,10,10,10,0,0,0,5,5,0,0,0
random_09,90,100.00000000000001,56,True,10,10,10,0,0,0,4,6,0,0,0
random_10,90,100.00000000000001,56,True,10,10,10,0,0,0,4,6,0,0,0
random_11,90,100.00000000000001,56,True,10,10,10,0,0,0,5,5,0,0,0
random_12,90,100.00000000000001,56,True,10,10,10,0,0,0,4,6,0,0,0
random_13,90,100.00000000000001,56,True,11,11,11,0,0,0,4,7,0,0,0
random_14,90,100.00000000000001,56,True,10,10,10,0,0,0,5,5,0,0,0
random_15,90,100.00000000000001,56,True,10,10,10,0,0,0,5,5,0,0,0
random_16,90,100.00000000000001,56,True,11,11,11,0,0,0,5,6,0,0,0
random_17,90,100.00000000000001,56,True,10,10,10,0,0,0,4,6,0,0,0
random_18,90,100.00000000000001,56,True,10,10,10,0,0,0,5,5,0,0,0
random_19,90,100.00000000000001,56,True,10,10,10,0,0,0,4,6,0,0,0
ascending,91,94.06508590339365,52,True,13,13,12,1,1,2,8,4,1,0,0
descending,91,94.08340320237411,52,True,12,12,11,1,1,2,9,2,1,0,0
random_00,91,94.08340320237411,52,True,12,12,11,1,1,2,8,3,1,0,0
random_01,91,94.08340320237411,52,True,12,12,11,1,1,2,8,3,1,0,0
random_02,91,98.12249295029221,53,True,13,13,13,0,0,0,6,7,0,0,0
random_03,91,94.06508590339365,52,True,13,13,12,1,1,2,9,3,1,0,0
random_04,91,94.06508590339365,52,True,13,13,12,1,1,2,9,3,1,0,0
random_05,91,94.08340320237411,52,True,12,12,11,1,1,2,8,3,1,0,0
random_06,91,94.08340320237411,52,True,12,12,11,1,1,2,7,4,1,0,0
random_07,91,94.06508590339365,52,True,13,13,12,1,1,2,9,3,1,0,0
random_08,91,94.08340320237411,52,True,12,12,11,1,1,2,8,3,1,0,0
random_09,91,98.19562701039165,54,True,12,12,12,0,0,0,7,5,0,0,0
random_10,91,94.08340320237411,52,True,12,12,11,1,1,2,8,3,1,0,0
random_11,91,94.06508590339365,52,True,13,13,12,1,1,2,8,4,1,0,0
random_12,91,94.06508590339365,52,True,13,13,12,1,1,2,9,3,1,0,0
random_13,91,94.06508590339365,52,True,13,13,12,1,1,2,10,2,1,0,0
random_14,91,94.06508590339365,52,True,13,13,12,1,1,2,9,3,1,0,0
random_15,91,94.06508590339365,52,True,13,13,12,1,1,2,9,3,1,0,0
random_16,91,94.08340320237411,52,True,12,12,11,1,1,2,6,5,1,0,0
random_17,91,94.08340320237411,52,True,12,12,11,1,1,2,8,3,1,0,0
random_18,91,94.06508590339365,52,True,13,13,12,1,1,2,8,4,1,0,0
random_19,91,94.06508590339365,52,True,13,13,12,1,1,2,8,4,1,0,0
ascending,92,91.50536555250656,46,True,9,9,5,4,4,5,1,4,4,0,0
descending,92,90.45398415207632,46,True,9,9,6,3,3,5,4,2,3,0,0
random_00,92,91.1429506603085,46,True,9,9,6,3,3,5,4,2,3,0,0
random_01,92,95.71237531671382,49,True,9,9,7,2,2,2,3,4,2,0,0
random_02,92,95.71237531671382,49,True,9,9,7,2,2,2,3,4,2,0,0
random_03,92,91.1429506603085,46,True,9,9,6,3,3,5,3,3,3,0,0
random_04,92,95.38383474486389,48,True,9,9,7,2,2,3,3,4,2,0,0
random_05,92,94.25188862428024,48,True,9,9,7,2,2,3,4,3,2,0,0
random_06,92,95.71237531671382,49,True,9,9,7,2,2,2,2,5,2,0,0
random_07,92,91.1429506603085,46,True,9,9,6,3,3,5,3,3,3,0,0
random_08,92,90.34388178824729,46,True,9,9,5,4,4,5,3,2,4,0,0
random_09,92,90.45398415207632,46,True,9,9,6,3,3,5,3,3,3,0,0
random_10,92,90.45398415207632,46,True,9,9,6,3,3,5,3,3,3,0,0
random_11,92,92.71309587836421,47,True,9,9,6,3,3,4,3,3,3,0,0
random_12,92,95.38383474486389,48,True,9,9,7,2,2,3,2,5,2,0,0
random_13,92,90.45398415207632,46,True,9,9,6,3,3,5,3,3,3,0,0
random_14,92,94.25188862428024,48,True,9,9,7,2,2,3,2,5,2,0,0
random_15,92,95.71237531671382,49,True,9,9,7,2,2,2,3,4,2,0,0
random_16,92,95.71237531671382,49,True,9,9,7,2,2,2,3,4,2,0,0
random_17,92,95.71237531671382,49,True,9,9,7,2,2,2,2,5,2,0,0
random_18,92,95.38383474486389,48,True,9,9,7,2,2,3,3,4,2,0,0
random_19,92,95.38383474486389,48,True,9,9,7,2,2,3,3,4,2,0,0
ascending,93,98.53009945536878,50,True,5,5,5,0,0,0,2,3,0,0,0
descending,93,98.53009945536878,50,True,6,6,6,0,0,0,3,3,0,0,0
random_00,93,98.53009945536878,50,True,6,6,6,0,0,0,3,3,0,0,0
random_01,93,98.53009945536878,50,True,6,6,6,0,0,0,3,3,0,0,0
random_02,93,98.53009945536878,50,True,6,6,6,0,0,0,3,3,0,0,0
random_03,93,98.53009945536878,50,True,6,6,6,0,0,0,3,3,0,0,0
random_04,93,98.53009945536878,50,True,6,6,6,0,0,0,3,3,0,0,0
random_05,93,98.53009945536878,50,True,6,6,6,0,0,0,3,3,0,0,0
random_06,93,98.53009945536878,50,True,5,5,5,0,0,0,2,3,0,0,0
random_07,93,98.53009945536878,50,True,6,6,6,0,0,0,3,3,0,0,0
random_08,93,98.53009945536878,50,True,5,5,5,0,0,0,2,3,0,0,0
random_09,93,98.53009945536878,50,True,6,6,6,0,0,0,3,3,0,0,0
random_10,93,98.53009945536878,50,True,5,5,5,0,0,0,2,3,0,0,0
random_11,93,98.53009945536878,50,True,6,6,6,0,0,0,3,3,0,0,0
random_12,93,98.53009945536878,50,True,5,5,5,0,0,0,2,3,0,0,0
random_13,93,98.53009945536878,50,True,5,5,5,0,0,0,2,3,0,0,0
random_14,93,98.53009945536878,50,True,5,5,5,0,0,0,2,3,0,0,0
random_15,93,98.53009945536878,50,True,6,6,6,0,0,0,3,3,0,0,0
random_16,93,98.53009945536878,50,True,5,5,5,0,0,0,2,3,0,0,0
random_17,93,98.53009945536878,50,True,5,5,5,0,0,0,2,3,0,0,0
random_18,93,98.53009945536878,50,True,6,6,6,0,0,0,3,3,0,0,0
random_19,93,98.53009945536878,50,True,5,5,5,0,0,0,2,3,0,0,0
ascending,94,91.04304926418682,45,True,10,10,7,3,2,6,5,2,3,0,0
descending,94,91.57832598276947,45,True,11,11,10,1,1,3,6,4,1,0,0
random_00,94,93.26892192978714,46,True,10,10,9,1,1,2,6,3,1,0,0
random_01,94,90.29158245994489,45,True,11,11,8,3,2,6,5,3,3,0,0
random_02,94,90.29158245994489,45,True,11,11,9,2,2,4,5,4,2,0,0
random_03,94,91.04304926418682,45,True,10,10,7,3,2,6,5,2,3,0,0
random_04,94,92.82185026998457,46,True,10,10,9,1,1,2,6,3,1,0,0
random_05,94,90.29158245994489,45,True,11,11,9,2,2,4,4,5,2,0,0
random_06,94,90.29158245994489,45,True,11,11,9,2,2,4,4,5,2,0,0
random_07,94,90.88192541219372,45,True,11,11,9,2,2,4,6,3,2,0,0
random_08,94,93.26892192978714,46,True,11,11,10,1,1,2,7,3,1,0,0
random_09,94,90.29158245994489,45,True,11,11,8,3,2,6,5,3,3,0,0
random_10,94,92.32979278701143,45,True,10,10,9,1,1,3,6,3,1,0,0
random_11,94,93.26892192978714,46,True,11,11,10,1,1,2,7,3,1,0,0
random_12,94,92.82185026998457,46,True,10,10,9,1,1,2,6,3,1,0,0
random_13,94,90.88192541219372,45,True,11,11,9,2,2,4,7,2,2,0,0
random_14,94,91.18632055663309,45,True,10,10,8,2,2,4,5,3,2,0,0
random_15,94,92.32979278701143,45,True,10,10,9,1,1,3,7,2,1,0,0
random_16,94,90.73865411974748,45,True,11,11,9,2,2,4,4,5,2,0,0
random_17,94,91.57832598276947,45,True,11,11,10,1,1,3,7,3,1,0,0
random_18,94,90.29158245994489,45,True,11,11,8,3,2,6,5,3,3,0,0
random_19,94,92.82185026998457,46,True,10,10,9,1,1,2,5,4,1,0,0
